"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Broad Bean
Origin"
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",74%,U.S.A.,3.5,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",67%,U.S.A.,3.5,Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67%,U.S.A.,3.0,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",67%,U.S.A.,3.75,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",67%,U.S.A.,3.75,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",72%,U.S.A.,3.5,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",70%,U.S.A.,3.5,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",77%,U.S.A.,3.5,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",68%,U.S.A.,3.75,Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72%,U.S.A.,4.0,Bolivia
hello cocoa,Uganda,57%,U.S.A.,2.75,Uganda
hello cocoa,Venezuela,74%,U.S.A.,3.5,Venezuela
hexx,Tanzania,70%,U.S.A.,2.75,Tanzania
hexx,Madagascar,74%,U.S.A.,3.0,Madagascar
hexx,Venezuela,70%,U.S.A.,3.0,Venezuela
hexx,Ecuador,73%,U.S.A.,3.25,Ecuador
hexx,Peru,70%,U.S.A.,3.25,Peru
Hogarth,Akesson's Estate,70%,New Zealand,2.75,Madagascar
Hogarth,Carenero Superior,72%,New Zealand,2.75,Venezuela
Hogarth,Conacado,75%,New Zealand,3.25,Domincan Republic
Hogarth,Gran Blanco,66%,New Zealand,3.5,Peru
Hoja Verde (Tulicorp),Arriba,80%,Ecuador,2.0,Ecuador
Hoja Verde (Tulicorp),Manabi,80%,Ecuador,2.5,Ecuador
Hoja Verde (Tulicorp),Arriba,72%,Ecuador,3.0,Ecuador
Hoja Verde (Tulicorp),Arriba,58%,Ecuador,3.25,Ecuador
Hoja Verde (Tulicorp),Manabi,58%,Ecuador,3.5,Ecuador
Holy Cacao,Maranon,70%,Israel,2.75,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",70%,Israel,3.5,Ecuador
Holy Cacao,Sambirano,70%,Israel,3.5,Madagascar
Holy Cacao,Gran Couva,70%,Israel,3.5,Trinidad
Holy Cacao,Mara,70%,Israel,3.5,Venezuela
Holy Cacao,Ivory Coast,70%,Israel,2.5,Ivory Coast
Holy Cacao,Hispaniola,70%,Israel,2.75,Dominican Republic
Holy Cacao,San Martin,70%,Israel,3.5,Peru
Holy Cacao,Hispaniola w/ nibs,75%,Israel,3.75,Dominican Republic
Honest,"Ecuador, w/ nibs",72%,South Africa,2.5,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",70%,U.K.,2.75,St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",70%,U.K.,4.0,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",100%,U.K.,1.75,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,75%,U.K.,3.0,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,80%,U.K.,3.5,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",90%,U.K.,3.0,Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",72%,U.K.,3.0,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",82%,U.K.,3.5,Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",100%,U.K.,2.75,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",100%,U.K.,2.5,Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",100%,U.K.,2.75,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,66%,U.K.,3.5,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",80%,U.K.,3.0,Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",65%,U.K.,3.0,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",65%,U.K.,3.25,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,70%,U.K.,2.75,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,70%,U.K.,3.0,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,70%,U.K.,2.75,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,72%,U.K.,3.0,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,80%,U.K.,2.5,Uganda
Hotel Chocolat (Coppeneur),Tanzania,75%,U.K.,2.75,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,72%,U.K.,3.0,Sao Tome
Hummingbird,Lam Dong,70%,Canada,3.5,Vietnam
Hummingbird,Bolivia,70%,Canada,3.0,Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",70%,Canada,3.0,Bolivia
Hummingbird,Momotombo,70%,Canada,3.0,Nicaragua
Hummingbird,Hispaniola,70%,Canada,3.75,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,70%,Canada,3.5,Dominican Republic
Hummingbird,"Ocumare, Cumboto",70%,Canada,3.25,Venezuela
Hummingbird,Amazonas,70%,Canada,3.75,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",72%,Switzerland,3.75,Venezuela
Idilio (Felchlin),Coopertiva Amazona,72%,Switzerland,3.75,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72%,Switzerland,3.75,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",72%,Switzerland,3.25,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",72%,Switzerland,3.75,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",74%,Switzerland,4.0,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",72%,Switzerland,3.5,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",70%,Switzerland,4.0,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,72%,Switzerland,4.0,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72%,Switzerland,4.0,Venezuela
Indah,India (south),61%,India,2.5,India
Indaphoria,La Red,70%,U.S.A.,3.25,Dominican Republic
Indaphoria,"Conacado, Manifesto",70%,U.S.A.,2.75,Dominican Republic
Indi,Honduras,77%,U.S.A.,3.0,Honduras
iQ Chocolate,"Satipo region, white label",72%,Scotland,2.75,Peru
iQ Chocolate,black label,72%,Scotland,3.0,Peru
Isidro,Madagascar,72%,U.S.A.,3.5,Madagascar
Isidro,Peru,72%,U.S.A.,2.25,Peru
Isidro,Belize,72%,U.S.A.,3.25,Belize
Isidro,Dominican Republic,72%,U.S.A.,3.25,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",70%,U.S.A.,3.5,Belize
Izard,"Elvesia P., Batch 32",70%,U.S.A.,2.75,Dominican Republic
Jacque Torres,Trinatario Treasure,71%,U.S.A.,2.0,Ghana
Jordis,Madagascar,63%,Czech Republic,2.75,Madagascar
Just Good Chocolate,Belize,70%,U.S.A.,3.5,Belize
Just Good Chocolate,Madagascar,70%,U.S.A.,3.5,Madagascar
Just Good Chocolate,Peru,70%,U.S.A.,4.0,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",70%,Domincan Republic,3.5,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",82%,Domincan Republic,3.0,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",55%,Domincan Republic,3.25,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",62%,Domincan Republic,3.25,Dominican Republic
Kakao,Peru,64%,Germany,2.5,Peru
Kakao,Vanuatu,65%,Germany,3.75,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,70%,Ecuador,3.0,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,70%,Ecuador,3.5,Ecuador
Kallari (Ecuatoriana),Roberto,75%,Ecuador,2.75,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,85%,Ecuador,2.5,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,85%,Ecuador,2.75,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,85%,Ecuador,3.0,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,75%,Ecuador,2.5,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,85%,Ecuador,3.0,Ecuador
Kaoka (Cemoi),Noir,70%,France,2.75, 
Kaoka (Cemoi),Ecuador,80%,France,2.75,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",70%,U.S.A.,3.75,Dominican Republic
Ki' Xocolatl,Dark,72%,Mexico,2.0,Mexico
Kiskadee,"La Red, Guanconjeco",60%,U.S.A.,3.0,Dominican Republic
Kto,San Martin,72%,U.S.A.,2.5,Peru
Kto,Ocumare,72%,U.S.A.,2.75,Venezuela
Kto,Belize,72%,U.S.A.,3.0,Belize
Kto,Sambirano Valley,72%,U.S.A.,3.25,Madagascar
Kto,Belize,90%,U.S.A.,3.25,Belize
Kto,Elvesia,72%,U.S.A.,3.25,Dominican Republic
Kto,ROIG,72%,U.S.A.,3.25,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",70%,U.S.A.,3.25,Haiti
K'ul,"Maranon, Fortunato No. 4",70%,U.S.A.,2.75,Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",70%,U.S.A.,3.75,Ecuador
K'ul,"Bahia, Fazenda Camboa",70%,U.S.A.,3.75,Brazil
Kyya,Uganda,72.5%,U.S.A.,2.5,Uganda
Kyya,Hispaniola,72.5%,U.S.A.,3.0,Dominican Republic
Kyya,Ecuador,72.5%,U.S.A.,2.5,Ecuador
Kyya,Madagascar,72.5%,U.S.A.,3.0,Madagascar
L.A. Burdick (Felchlin),Peru,74%,U.S.A.,3.25,Peru
L.A. Burdick (Felchlin),Brazil,70%,U.S.A.,4.0,Brazil
L.A. Burdick (Felchlin),Chuao,68%,U.S.A.,3.75,Venezuela
L.A. Burdick (Felchlin),Quito,74%,U.S.A.,3.75,Ecuador
L.A. Burdick (Felchlin),Grenada,75%,U.S.A.,3.25,Grenada
L.A. Burdick (Felchlin),Dominican Republic,74%,U.S.A.,3.75,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,71%,U.S.A.,3.0,Venezuela
L.A. Burdick (Felchlin),Madagascar,64%,U.S.A.,3.5,Madagascar
L.A. Burdick (Felchlin),Bolivian,68%,U.S.A.,3.0,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",70%,Japan,2.25,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",70%,Japan,2.5,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",70%,Japan,3.0,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",70%,Japan,3.0,Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",74%,France,2.75,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,60%,France,3.25,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",56%,France,3.25,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,66%,France,3.5,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,68%,France,3.5,Grenada
La Maison du Chocolat (Valrhona),Akosombo,68%,France,3.25,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",69%,France,3.5,Venezuela
La Maison du Chocolat (Valrhona),Kuruba,60%,France,3.0, 
La Maison du Chocolat (Valrhona),Orinoco,60%,France,3.75, 
La Maison du Chocolat (Valrhona),"Cuana, 2008",74%,France,3.5,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,72%,Peru,2.5,Peru
La Pepa de Oro,Vinces,60%,Ecuador,3.25,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",75%,France,2.75,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",75%,France,2.75,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",75%,France,3.0,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",75%,France,3.25,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",75%,France,3.0,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",75%,France,3.5,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",75%,France,3.25,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",75%,France,3.75,Vietnam
Laia aka Chat-Noir,Cuba,70%,France,2.75,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,68%,France,2.75,Trinidad-Tobago
Lajedo do Ouro,Catongo,70%,Brazil,3.5,Brazil
Lake Champlain (Callebaut),Tanzania,75%,U.S.A.,2.5,Tanzania
L'Amourette,Rugoso,80%,U.S.A.,3.5,Nicaragua
L'Amourette,Carenero Superior,75%,U.S.A.,3.0,Venezuela
L'Amourette,Rio Caribe,75%,U.S.A.,3.0,Venezuela
L'Amourette,Blend,72%,U.S.A.,3.0,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",70%,U.S.A.,3.5,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",70%,U.S.A.,3.25,Belize
Letterpress,Liberia,70%,U.S.A.,3.25,Liberia
Letterpress,Beniamo,70%,U.S.A.,3.25,Bolivia
Letterpress,"San Juan Estate, Gran Couva",70%,U.S.A.,3.5,Trinidad
Letterpress,San Andres,70%,U.S.A.,3.0,Costa Rica
Letterpress,"La Red, Guaconejo",70%,U.S.A.,3.25,Domincan Republic
Letterpress,Kokoa Kamili,70%,U.S.A.,3.5,Tanzania
Letterpress,Maranura,70%,U.S.A.,3.5,Peru
Levy,Sambirano,71%,Finland,3.5,Madagascar
Lilla,Madagascar,70%,Finland,3.0,Madagascar
Lillie Belle,Perfect Illusion,65%,U.S.A.,3.5,Peru
Lillie Belle,"Bolivia, Wild Thing",68%,U.S.A.,3.5,Bolivia
Lillie Belle,La Selva,68%,U.S.A.,3.75,Peru
Lillie Belle,Purple Haze,75%,U.S.A.,2.75,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",74%,U.S.A.,3.0,Dominican Republic
Lillie Belle,Wild Thing,68%,U.S.A.,3.5,Bolivia
Lindt & Sprungli,Excellence (US Version),85%,Switzerland,3.0, 
Loiza,Puerto Rico,65%,Puerto Rico,2.5,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",70%,U.S.A.,3.75,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",65%,U.S.A.,3.25,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",75%,U.S.A.,3.75,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",71%,U.S.A.,3.0,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",72%,U.S.A.,3.0,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",70%,U.S.A.,3.5,Hawaii
Love Bar,Nicaragua,75%,U.S.A.,2.0,Nicaragua
Luker,Selva,46%,Colombia,2.75,"Colombia, Ecuador"
Luker,Macondo,60%,Colombia,3.0,"Colombia, Ecuador"
Luker,Misterio,58%,Colombia,3.0,"Colombia, Ecuador"
Luker,Santander,65%,Colombia,3.5,Colombia
Machu Picchu Trading Co.,Peru,70%,Peru,1.5,Peru
Machu Picchu Trading Co.,Peru,55%,Peru,2.25,Peru
Madecasse (Cinagra),Madagascar,67%,Madagascar,3.5,Madagascar
Madecasse (Cinagra),Madagascar,70%,Madagascar,3.75,Madagascar
Madecasse (Cinagra),Madagascar,63%,Madagascar,4.0,Madagascar
Madecasse (Cinagra),Madagascar,75%,Madagascar,3.5,Madagascar
Madre,Guadalcanal,73%,U.S.A.,3.5,Solomon Islands
Madre,Puerto Rico,70%,U.S.A.,2.75,Puerto Rico
Madre,Brazil,70%,U.S.A.,3.5,Brazil
Madre,"Choobua, Kona",70%,U.S.A.,2.75,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",70%,U.S.A.,2.75,Mexico
Madre,"Hamakua Coast, Kokoleka",70%,U.S.A.,3.25,Hawaii
Madre,"Criollo, Hawaii",70%,U.S.A.,3.25,Hawaii
Madre,Kaua'i,70%,U.S.A.,3.5,Hawaii
Madre,Dominican,70%,U.S.A.,2.5,Dominican Republic
Madre,Upala,70%,U.S.A.,2.75,Costa Rica
Madre,"Chiapas, Triple Cacao",72%,U.S.A.,2.75,Mexico
Maglio,Africa,75%,Italy,2.0,Tanzania
Maglio,Ecuador,70%,Italy,3.0,Ecuador
Maglio,Cuba,70%,Italy,3.25,Cuba
Maglio,Santo Domingo,70%,Italy,3.75,Dominican Republic
Majani,Ecuador,70%,Italy,2.0,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,75%,Madagascar,2.75,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,73%,Madagascar,3.5,Madagascar
Malagos,"Davao, Mt. Talamo foothills",65%,Philippines,3.5,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",55%,U.S.A.,3.5,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",55%,U.S.A.,2.75,Hawaii
Malmo,Chuao,70%,Sweden,3.0,Venezuela
Mana,Ecuador,74%,U.S.A.,2.5,Ecuador
Mana,Peru,74%,U.S.A.,2.5,Peru
Mana,Venezuela,74%,U.S.A.,2.75,Venezuela
Mana,Conacado,74%,U.S.A.,3.75,Dominican Republic
Manifesto Cacao,Colombia,70%,Colombia,2.75,Colombia
Manoa,Markham Valley,72%,U.S.A.,3.5,Papua New Guinea
Manoa,Coto Brus,72%,U.S.A.,3.75,Costa Rica
Manoa,"Waiahole, O'ahu",72%,U.S.A.,3.75,Hawaii
Manoa,"Liberia, #174",72%,U.S.A.,3.25,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",72%,U.S.A.,2.75,Hawaii
Manoa,Piura,72%,U.S.A.,3.0,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",72%,U.S.A.,3.25,Hawaii
Manufaktura Czekolady,Johe,70%,Poland,3.75,Nicaragua
Manufaktura Czekolady,Peru,70%,Poland,3.5,Peru
Manufaktura Czekolady,Porcelana,70%,Poland,3.75,Venezuela
Manufaktura Czekolady,Kolumbia,85%,Poland,3.5,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,70%,Poland,3.25,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,70%,Poland,3.5,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,70%,Poland,3.25,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",75%,U.S.A.,3.25,Vietnam
Map Chocolate,"ROIG, 2014",70%,U.S.A.,3.5,Dominican Republic
Map Chocolate,"Maranon, 2014",62%,U.S.A.,3.5,Peru
Map Chocolate,Ecuador,70%,U.S.A.,3.5,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",70%,U.S.A.,2.75,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",70%,U.S.A.,3.5,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",68%,U.S.A.,3.5,Peru
Map Chocolate,Colombia,75%,U.S.A.,2.75,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",72%,U.S.A.,3.0,Tanzania
Map Chocolate,Le Chocolat Chaud,78%,U.S.A.,3.5,Honduras
Marana,Piura,70%,Peru,3.0,Peru
Marana,Cusco,70%,Peru,2.75,Peru
Marana,San Martin,70%,Peru,3.0,Peru
Marigold's Finest,Cacao Nib Crunch,75%,Canada,3.25, 
Marou,"Tan Phu Dong Island, Heart of Darkness",85%,Vietnam,3.25,Vietnam
Marou,Ben Tre,68%,Vietnam,3.5,Vietnam
Marou,"Dak Lak, Batch 2451",70%,Vietnam,3.75,Vietnam
Marou,"Tan Phu Dong, Treasure Island",75%,Vietnam,3.5,Vietnam
Marou,Ba Ria,76%,Vietnam,3.5,Vietnam
Marou,Dong Nai,72%,Vietnam,3.5,Vietnam
Marou,"Tien Giang, Gao Co-op",70%,Vietnam,3.5,Vietnam
Marou,Ben Tre,78%,Vietnam,3.5,Vietnam
Marou,Tien Giang,80%,Vietnam,3.0,Vietnam
Marou,Lam Dong,74%,Vietnam,3.5,Vietnam
Mars,"Matina 1-6, prototype",65%,U.S.A.,3.0,Costa Rica
Mars,Ivory Coast,65%,U.S.A.,3.0,Ivory Coast
Mars,Nigeria,65%,U.S.A.,3.25,Nigeria
Mars,"Ghana, prototype",65%,U.S.A.,3.5,Ghana
Marsatta,Dominican Republic,74%,U.S.A.,2.25,Dominican Republic
Marsatta,Dominican Republic,89%,U.S.A.,2.5,Dominican Republic
Martin Mayer,Alto Beni,76%,Austria,2.75,Bolivia
Martin Mayer,Pisa,82%,Austria,3.0,Haiti
Martin Mayer,Tumaco,74%,Austria,3.25,Colombia
Mast Brothers,Guatemala,76%,U.S.A.,3.0,Guatemala
Mast Brothers,Tanzania,74%,U.S.A.,3.25,Tanzania
Mast Brothers,French Laundry 20th Anniversary,75%,U.S.A.,3.75,"Peru, Belize"
Mast Brothers,Shake Shack,73%,U.S.A.,3.5,"Peru, Mad., Dom. Rep."
Mast Brothers,Madagascar,72%,U.S.A.,2.5,
Mast Brothers,Chuao,73%,U.S.A.,2.75,Venezuela
Mast Brothers,Brooklyn Blend,72%,U.S.A.,3.5, 
Mast Brothers,"Chuao, Med. Roast",76%,U.S.A.,3.0,Venezuela
Mast Brothers,"Chuao, Dark Roast",70%,U.S.A.,3.0,Venezuela
Mast Brothers,"Chuao, Light Roast",81%,U.S.A.,2.75,Venezuela
Mast Brothers,Moho River,70%,U.S.A.,3.5,Belize
Mast Brothers,Papua New Guinea,71%,U.S.A.,2.75,Papua New Guinea
Mast Brothers,San Martin,75%,U.S.A.,3.0,Peru
Mast Brothers,Conacado,73%,U.S.A.,3.25,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",74%,U.S.A.,3.75,Dominican Republic
Mast Brothers,Patanemo,81%,U.S.A.,2.75,Venezuela
Mast Brothers,Ocumare de la Costa,75%,U.S.A.,3.0,Venezuela
Mast Brothers,"Dominican Republic, Coop",70%,U.S.A.,3.25,Dominican Republic
Matale,"Malekula P., 2013",72%,Australia,3.5,Vanuatu
Matale,"Somia, 2013",68%,Australia,4.0,Madagascar
Matale,"Kulili P., 2013",74%,Australia,4.0,Papua New Guinea
Matale,Blend,70%,Australia,3.75,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,70%,U.S.A.,3.25,Belize
Maverick,Elvesia,70%,U.S.A.,3.25,Dominican Republic
Maverick,Tumbes,82%,U.S.A.,3.25,Peru
Maverick,"Morropon, Norandiono Coop, Piura",63%,U.S.A.,3.5,Peru
Mayacama,Hispaniola,72%,U.S.A.,3.0,Domincan Republic
Meadowlands,Bolivia,70%,U.S.A.,2.5,Bolivia
Meadowlands,Venezuela,70%,U.S.A.,2.75,Venezuela
Meadowlands,Belize,70%,U.S.A.,3.0,Belize
Meadowlands,"Nicaragua, w/ inbs",70%,U.S.A.,3.0,Nicaragua
Meadowlands,Dominican Republic,70%,U.S.A.,3.5,Dominican Republic
Menakao (aka Cinagra),Madagascar,80%,Madagascar,2.5,Madagascar
Menakao (aka Cinagra),Madagascar,72%,Madagascar,2.5,Madagascar
Mesocacao,El Salvador,80%,Honduras,2.75,El Salvador
Mesocacao,El Salvador,70%,Honduras,3.0,El Salvador
Mesocacao,Honduras,80%,Honduras,3.25,Honduras
Mesocacao,Honduras,70%,Honduras,3.5,Honduras
Mesocacao,"La Tronca, Matagalpa",70%,Honduras,3.25,Nicaragua
Mesocacao,"La Tronca, Matagalpa",80%,Honduras,3.5,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",70%,Sweden,3.0,Brazil
Metiisto,Akesson Estate,72%,Sweden,3.5,Madagascar
Metropolitan,South America,70%,Amsterdam,3.5,South America
Michel Cluizel,"Chiapas, Mokaya P.",66%,France,3.75,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",66%,France,3.5,Venezuela
Michel Cluizel,Vila Gracinda,67%,France,3.5,Sao Tome
Michel Cluizel,Carre Amer,60%,France,2.0, 
Michel Cluizel,Carre Grand Noir,85%,France,2.0, 
Michel Cluizel,Tamarina,70%,France,3.0,Sao Tome
Michel Cluizel,Los Ancones P.,67%,France,4.0,Dominican Republic
Michel Cluizel,Mangaro P.,65%,France,4.0,Madagascar
Michel Cluizel,Maralumi P.,64%,France,4.0,Papua New Guinea
Michel Cluizel,Noir Infini,99%,France,2.0, 
Middlebury,Maya Mountain,80%,U.S.A.,3.5,Belize
Middlebury,San Juan Estate,70%,U.S.A.,3.5,Trinidad
Middlebury,Oko Caribe,75%,U.S.A.,3.75,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",75%,U.S.A.,3.75,Venezuela
Middlebury,Kokoa Kamili,75%,U.S.A.,3.25,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",70%,U.S.A.,3.5,Nicaragua
Middlebury,La Red,75%,U.S.A.,2.5,Dominican Republic
Middlebury,Belize,80%,U.S.A.,3.25,Belize
Middlebury,Houseblend,65%,U.S.A.,1.5, 
Middlebury,Alto Beni,75%,U.S.A.,2.0,Bolivia
Middlebury,"Balinese, Java",70%,U.S.A.,2.5,Indonesia
Millcreek Cacao Roasters,Ecuador,70%,U.S.A.,2.5,Ecuador
Millcreek Cacao Roasters,Ecuador,70%,U.S.A.,3.5,Ecuador
Mindo,Ecuador,67%,U.S.A.,2.75,Ecuador
Mindo,Ecuador,77%,U.S.A.,2.75,Ecuador
Minimal,"Acul-du-Nord, 2015",70%,Japan,3.5,Haiti
Mission,"Fazenda Camboa, Bahia",75%,Brazil,3.75,Brazil
Mission,"Bahia, Fazenda Venturosa",70%,Brazil,3.5,Brazil
Mita,Tumaco,65%,Colombia,2.5,Colombia
Moho,"Toledo District, w/ nibs",73%,U.S.A.,3.25,Belize
Moho,Toledo District,72%,U.S.A.,3.0,Belize
Moho,"Umoho R., Toledo District, San Felipe",67%,U.S.A.,2.75,Belize
Molucca,La Red,70%,U.S.A.,3.0,Domincan Republic
Molucca,Indonesia,70%,U.S.A.,2.75,Indonesia
Molucca,Peru,70%,U.S.A.,3.25,Peru
Momotombo,Matagalpa,70%,Nicaragua,2.75,Nicaragua
Momotombo,Mombacho,70%,Nicaragua,2.75,Nicaragua
Momotombo,Oscuro,70%,Nicaragua,3.25,Nicaragua
Monarque,Oko Caribe,72%,Canada,3.5,Dominican Republic
Monsieur Truffe,Papaua New Guinea,70%,Australia,3.25,Papua New Guinea
Montecristi,Manabi,70%,Ecuador,3.25,Ecuador
Montecristi,Manabi,63%,Ecuador,3.5,Ecuador
Montecristi,Manabi,85%,Ecuador,3.5,Ecuador
Muchomas (Mesocacao),Nicaragua,70%,U.S.A.,3.5,Nicaragua
